id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
22464342,█ Swanky Skyline Townhome + Rooftop | 6th Street!,16751844,Devlin,,78702,30.26615,-97.73367,Entire home/apt,2000,3,1,2018-07-15,0.10,2,244
22471766,Downtown Retreat @ Casa Neuces II,121271671,Neil,,78701,30.28162,-97.74504,Entire home/apt,89,1,112,2019-05-05,6.86,3,182
22472009,Cozy MidModern in a Quiet Neighborhood,7921753,Jake,,78749,30.21101,-97.84022,Private room,57,1,63,2019-05-12,4.32,1,219
22477918,★Central Urban Retreat★Patio★Walk nightlife/SXSW!,2934425,Tupelo Property Management,,78703,30.27268,-97.75436,Entire home/apt,120,1,96,2019-04-29,5.95,12,176
22479594,Beautiful Lakeway House Awesome Views Lake Travis!,129305343,Nick,,78734,30.36922,-98.00051,Entire home/apt,269,2,14,2019-05-05,0.87,1,6
22481499,15 Beds |7 Bedrm | 5 Baths| Pool | Hot Tub |Bsktball | Pool Table|Close Downtown,152608759,Tracey,,78737,30.2141,-97.89843,Entire home/apt,2250,1,18,2019-05-05,0.68,5,319
22481500,PRIVATE RETREAT| Pool | Fire Pit |18 Beds |7 Bedroom | 6.5 Bath |Close to Downtn,152608759,Tracey,,78737,30.21816,-97.89508,Entire home/apt,2250,1,9,2019-03-20,0.69,5,312
22481925,Clean & Quiet Room w/ Private Bath near Airport,3584023,Karissa,,78744,30.16299,-97.72169,Private room,28,1,21,2019-05-09,1.28,3,261
22482346,Spacious campus condo!,114023820,Hunter,,78705,30.28956,-97.75024,Entire home/apt,85,2,10,2019-04-12,0.61,13,56
22482486,"New + Modern 2,200 sqft 3 Bdrm House Near Downtown",97428231,David,,78752,30.33616,-97.69764,Entire home/apt,375,2,57,2019-04-27,3.91,2,238
22482998,"6Bedroom/3.5Bath Hip, Eastside Bachelor(ette) Pad!",1786728,Holly,,78702,30.27026,-97.72028,Entire home/apt,400,3,18,2019-04-01,1.30,3,233
22484342,Stay In A Historic Gated East Side Estate!,147994888,Hk,,78702,30.25623,-97.72411,Shared room,34,2,30,2019-04-12,1.83,4,79
22485431,Austin Lake Estates-Cozy Rooms for Small Groups,96885818,Julie,,78733,30.34354,-97.86038,Private room,65,1,14,2019-03-31,0.93,3,356
22486383,Native Hostel Austin Private King Suite,100663558,Native Hostel,,78702,30.26315,-97.73398,Private room,175,1,13,2019-03-31,0.79,4,185
22486923,Austin Oasis minutes from Downtown,66363757,Ben,,78741,30.23501,-97.71249,Entire home/apt,53,2,1,2018-01-04,0.06,3,0
22493131,Cozy Value Space w/ Pool - 2 Bath - Only Min to DT,408793,Jason,,78741,30.23479,-97.73482,Entire home/apt,105,1,130,2019-05-04,7.91,6,63
22494979,"Clean, Bright & Modern Home near COTA + Airport",3584023,Karissa,,78744,30.16469,-97.72336,Entire home/apt,450,1,0,,,3,71
22495483,Bright & Modern Spacious Home for Monthly Stay,3584023,Karissa,,78744,30.16293,-97.72172,Entire home/apt,189,25,0,,,3,0
22504579,Paradise Resort at Hill Country (Private Resort),165120568,Sarfaraz,,78750,30.44532,-97.80735,Entire home/apt,1395,3,2,2019-04-14,0.12,1,252
22504968,South Austin Tiny House!,1822593,Alexa,,78704,30.24036,-97.777,Entire home/apt,70,2,14,2019-03-31,0.86,2,0
22506529,Entire Modern Farmhouse Dwelling -Downtown Austin,90659774,Eric,,78702,30.25351,-97.72531,Entire home/apt,300,2,3,2018-03-25,0.21,4,0
22506959,SXSW Haven,55204836,Maria,,78701,30.27223,-97.74717,Entire home/apt,350,2,2,2019-03-10,0.14,2,0
22513021,(So La La) apt in South Lamar,9575202,Beyum,,78704,30.24279,-97.78161,Entire home/apt,350,1,8,2018-03-16,0.50,2,0
22517059,Spacious and Serene - 10 min to downtown,50399081,Amber-Rose,,78745,30.21561,-97.81819,Entire home/apt,750,3,3,2019-03-15,0.21,1,94
22529408,Cozy private bedroom/bathroom in NW Austin,48622055,Janelle,,78759,30.42506,-97.75898,Private room,58,1,33,2019-05-05,2.00,1,23
22529933,Mockingbird Classic by South Congress Ave.,5707520,Doug,,78745,30.20767,-97.77389,Entire home/apt,89,2,52,2019-04-28,3.42,1,259
22533826,"Private Room, in Austin Northwest",2201286,Harshan,,78717,30.48895,-97.77179,Private room,30,3,3,2018-05-12,0.21,2,185
22542674,Little East Austin Room,149442469,Sam,,78702,30.27329,-97.7176,Private room,50,1,111,2019-04-25,6.84,3,4
22543540,VigliAcres,42998480,Peter,,78736,30.24848,-97.9221,Entire home/apt,115,2,7,2019-04-22,0.49,1,353
22546486,Modern 3 BDR SOCO Home for SXSW Groups,29946543,Lydia,,78704,30.23781,-97.7466,Entire home/apt,400,4,0,,,1,11
22546693,Modern Guesthouse with Sweeping Treetop Views,18253226,Stay Local Austin,,78704,30.23874,-97.74556,Entire home/apt,250,2,42,2019-05-12,2.96,13,325
22555259,Amazing spacious home in the middle of everything!,25405315,Daniel,,78744,30.19653,-97.72958,Entire home/apt,149,1,57,2019-05-11,3.78,2,212
22561297,Lake Travis Suite with a View #2,68528446,Jim & Deb,,78734,30.38787,-97.91829,Entire home/apt,39,1,140,2019-05-12,8.68,3,301
22564226,2 Bedroom Presidential Suite in the ❤️ of AUSTIN!,43782388,ResortShare2,,78701,30.27049,-97.74847,Private room,486,2,4,2019-04-14,0.30,14,347
22571194,Two Beautiful Rooms in North Austin Music Home,17016226,Michael,,78758,30.37316,-97.70298,Private room,95,1,80,2019-05-13,5.39,3,3
22571222,Convenient 4 Business Travelers,3531593,Steve,,78701,30.26549,-97.74106,Entire home/apt,245,2,58,2019-04-26,3.69,3,126
22575427,SXSW Get-Away,55204836,Maria,,78701,30.2707,-97.7467,Entire home/apt,400,3,1,2019-03-11,0.46,2,0
22580927,Perfect for ACL festival on a budget!,133785889,Taylor,,78702,30.25717,-97.72062,Entire home/apt,70,1,21,2018-10-07,1.28,1,0
22583101,2 Bedroom Presidential Suite in Downtown Austin,165405482,Nancy,,78701,30.27044,-97.74767,Private room,400,2,3,2018-09-25,0.21,4,0
22587988,Renting an empty room,166089928,Lee,,78750,30.44725,-97.80858,Private room,70,1,0,,,1,180
22588422,Float in the Pool of a Chic Home near Rainey Street,5640476,Phillip,,78702,30.25376,-97.73098,Entire home/apt,700,2,61,2019-05-12,3.92,2,155
22588695,You came to have fun!,166100518,Elijah,,78745,30.20021,-97.76877,Private room,100,1,3,2018-02-23,0.19,1,0
22598277,1/1 whole duplex historic Hyde Park,33681683,Rhianon,,78751,30.3108,-97.72452,Entire home/apt,149,1,10,2019-03-30,0.62,1,0
22598814,Fabulous Tarrytown Home! Modern & Near Downtown!,112184326,Mark,,78703,30.298,-97.75863,Entire home/apt,550,2,12,2019-05-05,0.87,1,9
22599596,Relax in comfy modern room in East Austin,31381539,Kim,,78702,30.2709,-97.71764,Private room,58,1,1,2018-01-08,0.06,2,0
22601439,South Austin Suburbs,17008087,Kristen,,78748,30.1542,-97.84312,Private room,45,2,5,2019-05-05,2.50,1,74
22613307,Shoal Creek Condo - Close to Downtown and Domain,8801605,David,,78757,30.35958,-97.73933,Entire home/apt,99,2,3,2019-05-05,0.26,1,103
22613517,Private office with Memory foam Futon Fold out,10687718,Mark,,78744,30.1983,-97.73071,Private room,45,2,3,2019-03-18,0.22,3,179
22616234,"Modern, Spacious Home in the Heart of East Austin",3564048,Jordan,,78702,30.26811,-97.71287,Entire home/apt,150,5,1,2018-03-14,0.07,1,0
22629839,2 Bedroom Condo in Downtown Austin near 6th street,165405482,Nancy,,78701,30.27239,-97.7486,Private room,400,2,1,2018-03-11,0.07,4,0
22630568,Easy 1 bedroom SOCO/Travis Heights condo,22402773,Nell,,78704,30.23763,-97.74864,Entire home/apt,250,30,14,2018-11-07,0.93,1,0
22631723,DOWNTOWN HIGH RISE CONDO. WALKABLE TO EVERYTHING!,166620185,Daniel,,78701,30.26892,-97.74136,Entire home/apt,140,30,3,2019-04-30,0.21,1,180
22632246,"Private bedroom, 12 mins from DT Austin",2216540,Marti,,78731,30.34575,-97.76244,Private room,55,2,18,2019-04-25,1.16,4,39
22632578,Stylish East Side Pad - Live Like a Local! SXSW,1199842,Jill,,78722,30.27985,-97.72352,Entire home/apt,350,3,19,2018-11-06,1.25,1,0
22637619,Skyline View HEART of Downtown ATX,12703241,Ashley,,78702,30.25945,-97.73526,Entire home/apt,225,1,46,2019-04-28,2.89,1,58
22648845,A Michael Hsu-designed Townhouse Steps from Barton Springs,97052677,Christopher,,78704,30.25451,-97.77122,Entire home/apt,500,2,70,2019-05-13,4.37,4,350
22650377,South Austin Private Room,12097775,Les,,78748,30.17043,-97.81904,Private room,21,2,17,2019-03-12,1.11,2,87
22650592,Serenity in SoCo,91308564,Amanda,,78704,30.23822,-97.74389,Entire home/apt,350,3,5,2018-10-07,0.35,1,0
22651207,Art Haus in Laid Back Neighborhood,3377778,Suzanne,,78745,30.22578,-97.79032,Entire home/apt,200,2,5,2018-10-19,0.34,1,4
22654712,Little East Austin Home,149442469,Sam,,78702,30.2729,-97.7196,Entire home/apt,300,2,18,2019-05-05,1.26,3,91
22655469,Executive Condo Steps from Downtown,54520116,Thersa,,78704,30.26456,-97.76463,Entire home/apt,100,180,0,,,1,347
22658358,Spacious 3 BR,28543505,Katherine,,78749,30.22697,-97.8829,Entire home/apt,260,2,5,2018-05-06,0.35,3,0
22658468,CHARMING NORTH CENTRAL BUNGALOW,11342584,Jay,,78757,30.33393,-97.72847,Private room,150,1,2,2018-04-22,0.13,1,176
22668134,Charming 1926 Craftsman Designer Bungalow,41326166,Noah,,78705,30.29904,-97.73856,Private room,89,1,26,2019-04-25,1.66,1,326
22668715,Awesome SoLa Central Austin Condo!,44664003,Tobin,,78704,30.24282,-97.77412,Entire home/apt,100,2,59,2019-05-07,4.15,5,329
22670412,"Relax, Work and Enjoy North Austin",167027105,Cletus,,78758,30.41303,-97.69646,Private room,50,1,16,2019-04-20,6.08,1,279
22671813,Huge Master Bed/Bath in Artsy East Austin Home,3427540,Forest,,78702,30.27981,-97.7035,Private room,125,1,1,2019-03-10,0.45,2,270
22673003,1 bed/1bath apt easy Greenbelt and Zilker access,38103012,Katie,,78746,30.25749,-97.78866,Entire home/apt,150,1,9,2019-04-21,1.52,1,156
22673073,Beautiful brand New Apartment,18272434,Conner,,78745,30.19666,-97.77896,Entire home/apt,70,1,10,2018-04-01,0.61,1,0
22673669,Tarrytown modern ranch house.,50739491,Holly,,78703,30.30933,-97.77227,Entire home/apt,600,3,1,2018-02-25,0.07,1,0
22682290,World Mark Austin 2,165422486,Terry,,78701,30.2709,-97.74668,Entire home/apt,280,2,6,2019-03-17,0.42,3,0
22682467,"Charming, Cozy Cottage in East Austin",26905772,Rebecca,,78702,30.27419,-97.72187,Entire home/apt,277,2,3,2018-06-11,0.21,1,0
22682496,World Mark Austin 1,165422486,Terry,,78701,30.27237,-97.74718,Entire home/apt,280,2,2,2019-03-17,0.27,3,4
22687071,Walk to South Congress from a Hip Travis Heights Cottage,2249793,Laura,,78704,30.24576,-97.74065,Entire home/apt,95,1,86,2019-05-11,5.39,1,125
22687970,SXSW Home Close to DT w/ large Open Floor Plan,105011,Eddy & Pants,,78722,30.2833,-97.70451,Entire home/apt,525,3,7,2019-03-15,0.49,1,170
22688362,"Room close to domain, Apple, Dell",5152575,Nathan,,78753,30.37765,-97.66241,Private room,40,1,2,2018-02-20,0.13,1,88
22688405,1BR/BD Luxury Apartment Downtown - Walk Everywhere,3804980,Jesus,,78704,30.25504,-97.76385,Entire home/apt,85,2,1,2018-01-11,0.06,1,0
22688708,Urban Retreat in Austin's Most Desired Area,42714269,Kris,,78751,30.31983,-97.72333,Private room,95,1,5,2019-05-08,0.31,1,359
22689850,Luxury apartment 12 minuets from downtown Austin,124605064,Michelle,,78756,30.33133,-97.73902,Entire home/apt,85,1,2,2018-03-12,0.13,1,0
22698279,"Completely Remodeled, Modern Luxury Retreat!",38664849,Stephen,,78727,30.42558,-97.70942,Entire home/apt,199,2,26,2019-04-18,1.63,1,284
22699123,University of Texas at Austin: Minutes to Downtown,76163847,Christina,,78701,30.27976,-97.73978,Entire home/apt,60,30,5,2018-04-12,0.32,1,194
22702231,One Bedroom Condo in Downtown Austin,165405482,Nancy,,78701,30.27125,-97.74795,Private room,400,2,1,2018-03-11,0.07,4,0
22702402,One Bedroom Condo in Downtown Austin,165405482,Nancy,,78701,30.27072,-97.74768,Private room,400,2,1,2018-03-11,0.07,4,0
22705362,NW Hills dream!! Minutes from downtown!!,71183794,MissMerricka,,78759,30.36477,-97.74544,Entire home/apt,75,1,3,2019-04-01,0.44,1,175
22706502,Spacious South Congress Condo (SXSW),167460879,Eli,,78704,30.24089,-97.75148,Entire home/apt,200,2,1,2018-03-18,0.07,1,0
22713748,Bed and Breakfast at Austin,156546770,Rehan,,78705,30.28785,-97.72503,Private room,49,1,5,2018-03-18,0.33,1,0
22714899,South Austin Oasis,1606567,Brooke,,78704,30.25041,-97.78798,Entire home/apt,850,2,2,2019-03-10,0.28,1,27
22716452,Wild Basin sanctuary - Unit B,58780573,Jackie,,78746,30.30672,-97.79802,Entire home/apt,150,2,13,2019-03-31,1.01,2,253
22723442,Cute Centrally Located 1950's Bungalow!,37973959,Meghan,,78756,30.32487,-97.73389,Entire home/apt,92,2,3,2018-07-02,0.23,1,0
22725441,Austin Retro Retreat,2160246,Justin,,78736,30.23806,-97.8842,Entire home/apt,495,2,3,2018-10-14,0.21,2,177
22725658,Room in Retro Retreat,2160246,Justin,,78736,30.23782,-97.88475,Private room,65,2,0,,,2,179
22729320,Modern retreat in East Side!,37496629,Chuk,,78724,30.293,-97.64262,Private room,40,2,14,2019-05-05,0.98,2,83
22731218,Austin: Wyndham Resort- 1 bedroom resort,73776383,Kani Bassey Vacations,,78701,30.27212,-97.7466,Entire home/apt,400,2,1,2018-09-16,0.12,1,0
22731243,*4 bedroom 2 bath with pool*,15689850,Lorrie,,78745,30.20841,-97.8131,Entire home/apt,175,2,19,2019-04-28,1.61,2,43
22733454,Bright & Airy Ranch,167257504,Tiffany,,78757,30.35024,-97.73865,Entire home/apt,150,5,1,2018-03-17,0.07,1,0
22734737,The Bachelor's Pad,167837196,Prince,,78753,30.34312,-97.70026,Entire home/apt,120,1,3,2018-05-07,0.20,1,263
22734809,Casa Rodriguez,614896,Adelle,,78723,30.30144,-97.68399,Private room,35,1,1,2018-03-17,0.07,1,0
22741340,East Austin House - Walking Distance to Downtown!,809922,Anna,,78702,30.25671,-97.72161,Entire home/apt,503,2,26,2019-04-28,1.82,1,317
22742595,Amazing 2Br2Bt Condo near The Domain,167922345,Juan,,78758,30.4087,-97.6977,Entire home/apt,95,2,29,2019-05-06,2.05,1,337
22744926,Hip East Austin bungalow with outdoor patio,22946992,Brock,,78702,30.25483,-97.71532,Entire home/apt,200,2,9,2019-01-01,0.71,1,48
22748219,Southwest Austin Apartment with huge yard,518418,Emily Lawson,,78737,30.22693,-97.90368,Entire home/apt,78,1,82,2019-05-05,5.71,1,60
22750078,"CHEAP Apartment for ACL - Austin, TX",71379683,Derek,,78745,30.20908,-97.77413,Entire home/apt,150,1,1,2018-02-07,0.06,1,0
22750639,East Austin apartment 1/1 with sofa bed,6252652,Cecilia,,78741,30.23846,-97.72275,Entire home/apt,175,4,0,,,1,0
22751134,Cozy room A,49424048,(Email hidden by Airbnb),,78745,30.20288,-97.80448,Private room,48,1,17,2019-03-17,1.17,2,319
22751349,"Luxury, Professional Apt Rainey St w/ Rooftop Pool",60085458,An Austin Resident,,78701,30.26132,-97.73844,Entire home/apt,150,2,5,2018-05-20,0.33,1,0
22764476,Brand new modern home a quick ride to downtown,49132563,Andrea,,78744,30.20018,-97.7374,Private room,43,2,7,2019-04-14,0.49,1,98
22765052,Zilker Austin City Limits Bungalow Space for 6,164003419,Nora,,78704,30.25488,-97.77066,Entire home/apt,280,3,1,2018-03-17,0.07,1,0
22765762,4BR/3BA The Ethel #2 - Perfect SXSW Location!,138398089,GuestSpaces,,78704,30.25846,-97.76306,Entire home/apt,10900,20,1,2018-03-12,0.07,25,134
22766823,Tarragona Suites,168161762,Rita,,78739,30.19461,-97.8972,Private room,50,2,43,2019-04-21,3.01,1,227
22767264,Great room South Congress - heart of Austin <3,2481019,Mimi,,78704,30.23939,-97.75323,Private room,53,5,32,2019-05-08,2.04,1,64
22767891,ZTOWN,168173310,Ammar,,78704,30.2603,-97.7474,Entire home/apt,300,1,0,,,2,0
22768666,"Modern, Spacious Master Suite near Central Austin",65294686,Anthony,,78723,30.29914,-97.70879,Private room,45,1,47,2019-03-17,3.03,1,74
22769322,SMALLVILLE,168073629,Michelle,,78725,30.27477,-97.64761,Entire home/apt,80,1,10,2019-04-28,4.48,1,357
22770354,Cute apartment in the Domain,40069991,Joie,,78758,30.39746,-97.7158,Private room,50,2,0,,,1,0
22772255,"Bright, Modern Home in Leafy Neighborhood",21677703,Andrew And Sarah,,78739,30.18965,-97.88651,Entire home/apt,280,3,3,2018-10-22,0.21,1,0
22773817,"Perfect for SXSW! Charming, Central Cottage",625863,Sarah,,78722,30.28855,-97.72164,Entire home/apt,300,1,4,2019-03-11,0.28,1,148
22788534,Austin's Finest Urban Sanctuary,9153184,Daniela,,78731,30.34491,-97.75578,Entire home/apt,184,2,30,2019-04-21,1.87,1,85
22794018,5 Minutes from SXSW Activities,72583727,Sydney,,78705,30.28914,-97.7492,Entire home/apt,500,1,0,,,1,0
22795337,Walking Dist. to Everything - Perfect for ACL & F1,150612983,Eric,,78701,30.26584,-97.74331,Entire home/apt,220,3,2,2018-10-28,0.14,9,0
22796583,Texas Oasis by the Greenbelt,7478485,Noel,,78735,30.25267,-97.84088,Entire home/apt,110,2,2,2018-08-18,0.21,1,177
22797683,Cozy Private Bedroom 15 minutes to The Domain,11667673,Mai,,78754,30.39169,-97.64307,Private room,50,1,38,2019-05-06,2.38,1,357
22798878,Private Apt in Downtown Austin,31103234,Dillon,,78722,30.28471,-97.71617,Entire home/apt,112,1,85,2019-04-29,5.70,1,16
22805603,Zilker Casita,124296926,John,,78704,30.2549,-97.76976,Entire home/apt,149,2,37,2019-05-09,2.46,1,6
22807222,Relaxing New Retreat Steps from Rainey Street,16347027,Keri,,78702,30.25535,-97.73188,Entire home/apt,169,1,128,2019-05-13,8.15,1,145
22809807,Walk to SXSW! Very large townhouse right by it all,39101825,Chandler,,78702,30.25862,-97.72438,Entire home/apt,650,3,1,2018-03-18,0.07,1,0
22811566,1 BR apartment on Rainey Street; parking available,162669742,Jeff,,78701,30.25915,-97.73963,Entire home/apt,200,2,16,2019-04-09,1.07,1,22
22812476,Brand New Two Bedroom in the Heart of Austin,70722023,Michael,,78701,30.27103,-97.7472,Entire home/apt,125,3,0,,,2,0
22813153,Bedroom with Private Bathroom 12 mins to downtown,3425666,Nate,,78758,30.35485,-97.70751,Private room,38,1,192,2019-05-10,12.08,5,237
22814799,New + Modern 3br/3b: 10 mins to Downtown & Airport,7265184,Jesse,,78741,30.22101,-97.73602,Entire home/apt,350,2,31,2019-05-05,2.00,4,97
22816148,Modern Zilker Hilltop Walk to ACL,18253226,Stay Local Austin,,78704,30.25718,-97.76475,Entire home/apt,375,3,2,2019-05-05,2,13,100
22816912,Private Master Suite in East Austin,109266302,Jackie,,78723,30.29747,-97.68027,Private room,110,2,2,2018-03-17,0.14,1,0
22817586,Brand New Spacious Studio in the Heart of Austin,70722023,Michael,,78701,30.27266,-97.74855,Entire home/apt,75,1,0,,,2,0
22823033,5★ DOWNTOWN Condo~NO CLEAN FEE~Slps 4~ROOFTOP POOL,85547,Colby,,78701,30.27095,-97.74766,Entire home/apt,129,2,47,2019-04-30,2.99,4,201
22825196,Modern Spacious Apartment in the Heart of Austin!,2771720,Kelly,,78701,30.25696,-97.7399,Entire home/apt,320,2,1,2018-02-04,0.06,1,0
22829992,SXSW - Beautiful Apartment in the Heart of Austin!,29061438,Claire,,78703,30.26816,-97.75209,Private room,290,1,3,2019-03-16,1.36,1,42
22830974,Sunny Loft three miles from downtown,8207730,Kate,,78741,30.22755,-97.73697,Entire home/apt,80,1,11,2019-05-06,4.58,1,115
22831766,South Congress Bungalow,8944334,Katie,,78745,30.20038,-97.77669,Private room,73,2,17,2019-04-28,1.10,1,180
22836148,5★DOWNTOWN Condo~NO CLEAN FEES~Slps 4~ROOFTOP POOL,85547,Colby,,78701,30.27241,-97.74766,Entire home/apt,129,1,83,2019-05-03,5.20,4,219
22842543,Concordia Cottage,168898454,Dan,,78722,30.29056,-97.71594,Entire home/apt,100,1,81,2019-05-07,5.69,1,8
22842952,Large House with 4 Bedrooms 2.5 baths,168903699,Bien,,78727,30.43318,-97.69309,Entire home/apt,128,2,32,2019-05-05,2.13,1,227
22843720,Texas Modern-Central Austin,124775758,Ronny,,78704,30.23673,-97.76516,Entire home/apt,1000,2,12,2019-05-05,0.85,1,298
22844060,Hip East Austin,117854659,Laura,,78702,30.25265,-97.71383,Entire home/apt,350,3,0,,,2,0
22847551,Modern Austin Home (close to downtown),34240661,Megan,,78703,30.29565,-97.75633,Entire home/apt,850,3,0,,,1,0
22851067,South Awesome Entire Home 2 Bedroom 2.5 Baths,145399941,Megan,,78748,30.15992,-97.82728,Entire home/apt,100,1,0,,,1,53
22857872,Deerfield: Shared Room in Great Community,8167447,Martin,,78741,30.2384,-97.73445,Shared room,23,29,1,2019-05-01,1,72,320
22858099,Cozy and quiet,28618871,Nicholas,,78705,30.29398,-97.72612,Entire home/apt,121,1,56,2018-12-30,3.74,1,2
22859193,Modern East Side Loft Studio very near Downtown,30418934,Rachel,,78721,30.2737,-97.68729,Private room,50,2,38,2019-05-12,3.51,1,74
22861381,Bohemian Loft in Central Austin,124109871,Anne Marie,,78751,30.3066,-97.73029,Entire home/apt,70,3,11,2018-12-26,0.78,1,0
22861866,East Austin Apartment,29819535,Patrick,,78722,30.28002,-97.72181,Entire home/apt,500,5,0,,,1,0
22865509,Peaceful Stay /Flexible Check In,169159665,Heather,,78725,30.24251,-97.58705,Private room,50,1,44,2019-05-06,2.81,1,58
22867008,Professional APT SoCo,169178376,Kevin,,78704,30.22559,-97.76128,Entire home/apt,400,6,0,,,1,358
22867195,Beautiful Condo in Heart of West Campus for SXSW,169180410,Renat,,78705,30.28813,-97.74582,Entire home/apt,500,1,2,2018-03-19,0.14,1,0
22868775,South Austin Bedroom,34664353,Erin,,78745,30.18927,-97.78488,Private room,70,2,10,2019-05-09,1.41,1,35
22869183,East Side Modern Studio w/ Private Deck,1968428,Tom,,78702,30.27364,-97.71509,Entire home/apt,85,2,43,2019-05-05,2.91,1,162
22870184,Adorable South Austin Town Home Perfect for SXSW!!,20576941,Ashlan,,78745,30.19782,-97.80925,Entire home/apt,300,2,5,2019-04-07,0.35,1,67
22882856,Guest Room 5 minutes from Downtown,22781850,Dominique,,78741,30.23056,-97.74143,Private room,60,2,55,2019-05-08,3.66,2,75
22884201,Lovely Space in Central East Austin w/private bath,56428153,Jessica,,78702,30.27762,-97.71438,Private room,75,2,60,2019-05-12,3.87,1,10
22884866,Travis Heights Coach Cottage,169353874,Andrew,,78704,30.23823,-97.74186,Private room,250,1,0,,,1,180
22887423,Luxe 1BR/1BA King Apt in East ATX with pool & gym,88566861,Kasa,,78722,30.28183,-97.7122,Entire home/apt,125,1,21,2019-05-12,1.43,12,329
22889357,Brand New Townhouse Close to Metro-rail Station,21922082,Monica,,78757,30.34212,-97.72001,Entire home/apt,58,1,32,2019-05-05,2.06,1,46
22889658,Spacious and Stylish East Austin Apartment,88566861,Kasa,,78722,30.28183,-97.71219,Entire home/apt,175,1,45,2019-05-06,2.95,12,330
22889884,Capitol House,12427478,Adam And Ashley,,78702,30.26721,-97.73157,Entire home/apt,2000,4,1,2018-03-13,0.07,3,11
22889886,ARTIST LOFT,65802807,Rachael,,78721,30.27252,-97.68321,Entire home/apt,250,5,0,,,1,0
22890140,New* Business ready 1BR/1BA King Apt (B) in E.ATX,88566861,Kasa,,78722,30.28234,-97.71148,Entire home/apt,125,1,24,2019-05-01,1.70,12,305
22890639,Gorgeous and Spacious E.ATX 1BR/1BA King Apt (A),88566861,Kasa,,78722,30.28249,-97.71097,Entire home/apt,125,1,15,2019-04-16,1.01,12,277
22890928,Sleek and Stylish Apartment in East Austin,88566861,Kasa,,78722,30.28167,-97.71053,Entire home/apt,125,1,38,2019-05-08,2.46,12,354
22891030,Modern and stylish 2BR (K2T)/2BA Suite Apt (AUS),88566861,Kasa,,78722,30.2822,-97.71059,Entire home/apt,175,1,29,2019-05-12,2.06,12,328
22900387,Modern Guesthouse - mins to DT/SoCo/Zilker & SXSW!,169501839,Nadeem & Julie,,78704,30.24662,-97.75889,Entire home/apt,299,2,2,2019-03-14,0.14,1,0
22901237,Walk downtown/east 6th from bright gorgeous home!,1642013,Kathleen,,78702,30.25879,-97.72554,Private room,67,2,39,2019-04-22,2.65,4,67
22902780,Gorgeous Historic Downtown Home - 100 yr old OASIS,10522395,Shannon,,78702,30.25851,-97.73244,Entire home/apt,995,3,20,2019-04-28,1.32,1,217
22905417,Walk to SXSW  New Wyndham 1 bedroom condo,169543599,Pam,,78701,30.27066,-97.74779,Private room,275,2,3,2019-03-12,0.21,1,0
22910119,"Comfortable, Modern Home - South Austin",16598498,Jordan,,78749,30.21308,-97.89033,Entire home/apt,149,2,2,2019-03-24,0.92,1,33
22911435,Luxurious Condo-Spectacular Downtown View-Walk DT,140351447,Sam,,78704,30.25503,-97.74706,Entire home/apt,130,1,92,2019-04-25,5.85,6,137
22912102,Austin Texas SWSX,49170887,Matt Manuel,,78701,30.27139,-97.74634,Entire home/apt,275,1,1,2018-03-18,0.07,14,54
22919530,Loft close to SoCo with private backyard,10182576,Jason,,78704,30.22601,-97.75447,Entire home/apt,99,30,2,2019-04-13,0.30,2,163
22919970,Bonham Cottage,45474981,Michael,,78704,30.24594,-97.74027,Entire home/apt,250,1,0,,,1,0
22920734,"Central East Austin ""Treehouse""",2648599,Anna,,78722,30.28425,-97.7146,Entire home/apt,250,3,2,2018-10-08,0.14,1,252
22921238,Private Room in New Modern Condo in North Austin,77703838,Taylor,,78752,30.33778,-97.70694,Private room,51,1,12,2019-03-11,0.90,1,0
22922154,East Austin Architect compound w pool,34399,Chris,,78702,30.27528,-97.72772,Entire home/apt,1000,5,1,2018-03-18,0.07,1,0
22922614,"Central & Modern w/ Large Patio, Yard, & Fire Pit",31152322,Jessica,,78745,30.21032,-97.78308,Entire home/apt,255,4,15,2019-04-15,2.31,2,104
22923077,Spacious ATX Home. Minutes from DT. Ideal for SXSW,20439741,Blake,,78703,30.28274,-97.76749,Entire home/apt,425,4,1,2018-03-13,0.07,1,0
22923406,Private 2 Bed Wing with Patio Close to Downtown,43178088,Julie&Prabin,,78723,30.29721,-97.70098,Private room,110,2,0,,,2,80
22925600,"Beautiful SoCo Home-4BR, 3.5BA",129849863,Kathy,,78704,30.23445,-97.75797,Entire home/apt,375,2,43,2019-05-12,3.06,1,74
22925839,Mod Chic Austin Apt.,3157872,Abi,,78744,30.18031,-97.77343,Private room,69,1,73,2019-04-14,4.64,2,347
22926055,HYDE PARK | DOWNTOWN BUNGALOW   l 11 BEDS,169758891,Valerie,,78751,30.29569,-97.72156,Entire home/apt,1195,1,32,2019-05-10,2.73,8,336
22928801,"2 Bedrooms, sleeps 4, 12 mins from DT",2216540,Marti,,78731,30.34389,-97.76068,Private room,75,2,5,2019-04-28,0.34,4,40
22937302,East Austin Alley Flat - Downtown East Austin,1488733,Brooke,,78702,30.25811,-97.72829,Entire home/apt,254,1,42,2019-05-02,2.71,34,222
